City_CH,City_EN,FID,Field_1,GbCity,GbProv,N_C_0115,N_C_0116,N_C_0117,N_C_0118,N_C_0119,N_C_0120,N_C_0121,N_C_0122,N_C_0123,N_C_0124,N_C_0125,N_C_0126,N_C_0127,N_C_0128,N_C_0129,N_C_0130,N_C_0131,N_C_0201,N_C_0202,N_C_0203,N_C_0204,N_C_0205,N_C_0206,N_C_0207,N_C_0208,N_C_0209,N_C_0210,N_C_0211,N_C_0212,N_C_0213,N_C_0214,N_C_0215,N_C_0216,N_C_0217,N_C_0218,N_C_0219,N_C_0220,N_C_0221,N_C_0222,N_C_0223,N_C_0224,N_C_0225,N_C_0226,N_C_0227,N_C_0228,N_C_0229,N_C_0301,N_C_0302,N_C_0303,N_C_0304,N_C_0305,N_C_0306,N_C_0307,N_C_0308,N_C_0309,N_C_0310,N_C_0311,N_C_0312,N_C_0313,N_C_0314,N_C_0315,N_C_0316,N_C_0317,N_C_0318,N_C_0319,N_C_0320,N_C_0321,N_C_0322,N_C_0323,N_C_0324,N_C_0325,N_C_0326,N_C_0327,N_C_0328,N_C_0329,N_C_0330,N_C_0331,N_C_0401,N_C_0402,N_C_0403,N_C_0404,N_C_0405,N_C_0406,N_C_0407,N_C_0408,N_C_0409,N_C_0410,N_C_0411,N_C_0412,N_C_0413,N_C_0414,N_C_0415,N_C_0416,N_C_0417,N_C_0418,N_C_0419,Prov_CH,Prov_EN,T_C_0115,T_C_0116,T_C_0117,T_C_0118,T_C_0119,T_C_0120,T_C_0121,T_C_0122,T_C_0123,T_C_0124,T_C_0125,T_C_0126,T_C_0127,T_C_0128,T_C_0129,T_C_0130,T_C_0131,T_C_0201,T_C_0202,T_C_0203,T_C_0204,T_C_0205,T_C_0206,T_C_0207,T_C_0208,T_C_0209,T_C_0210,T_C_0211,T_C_0212,T_C_0213,T_C_0214,T_C_0215,T_C_0216,T_C_0217,T_C_0218,T_C_0219,T_C_0220,T_C_0221,T_C_0222,T_C_0223,T_C_0224,T_C_0225,T_C_0226,T_C_0227,T_C_0228,T_C_0229,T_C_0301,T_C_0302,T_C_0303,T_C_0304,T_C_0305,T_C_0306,T_C_0307,T_C_0308,T_C_0309,T_C_0310,T_C_0311,T_C_0312,T_C_0313,T_C_0314,T_C_0315,T_C_0316,T_C_0317,T_C_0318,T_C_0319,T_C_0320,T_C_0321,T_C_0322,T_C_0323,T_C_0324,T_C_0325,T_C_0326,T_C_0327,T_C_0328,T_C_0329,T_C_0330,T_C_0331,T_C_0401,T_C_0402,T_C_0403,T_C_0404,T_C_0405,T_C_0406,T_C_0407,T_C_0408,T_C_0409,T_C_0410,T_C_0411,T_C_0412,T_C_0413,T_C_0414,T_C_0415,T_C_0416,T_C_0417,T_C_0418,T_C_0419
牡丹江市,Mudanjiang,68,174,2310,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,0,1,1,1,2,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,黑龙江省,Heilongjiang,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,6,7,8,8,9,10,11,13,12,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17
黑河市,Heihe,69,97,2311,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,黑龙江省,Heilongjiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,4,4,6,10,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
绥化市,Suihua,70,236,2312,23,0,0,0,0,0,0,0,0,1,0,1,1,5,0,2,2,1,1,2,6,2,5,10,5,-9,2,2,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,黑龙江省,Heilongjiang,0,0,0,0,0,0,0,0,1,1,2,3,8,8,10,12,13,14,16,22,24,29,39,44,35,37,39,43,45,45,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
大兴安岭地区,Daxinganlingdiqu,71,50,2327,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,黑龙江省,Heilongjiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
上海市,Shanghai,72,219,3100,31,0,0,0,0,0,1,5,10,4,13,7,13,13,14,21,27,25,24,16,15,25,21,15,12,11,3,7,4,7,5,8,2,3,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0,0,2,0,2,4,3,2,3,3,2,8,9,14,10,10,19,18,17,17,7,6,11,7,6,4,3,2,5,2,5,9,3,0,52,11,0,4,6,0,0,7,3,上海市,Shanghai,0,0,0,0,0,1,6,16,20,33,40,53,66,80,101,128,153,177,193,208,233,254,269,281,292,295,302,306,313,318,326,328,331,333,333,333,334,334,335,335,335,336,337,337,337,337,337,338,338,338,339,342,342,342,342,344,344,346,350,353,355,358,361,363,371,380,394,404,414,433,451,468,485,492,498,509,516,522,526,529,531,536,538,543,552,555,555,607,618,618,622,628,628,628,635,638
南京市,Nanjing,73,178,3201,32,0,0,0,0,0,0,0,0,3,1,3,0,3,4,5,6,3,7,5,4,3,5,5,8,6,7,6,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,3,4,7,7,10,14,19,25,28,35,40,44,47,52,57,65,71,78,84,87,90,91,91,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
无锡市,Wuxi,74,262,3202,32,0,0,0,0,0,0,0,0,1,0,1,2,2,3,1,2,1,6,4,2,1,2,3,3,4,3,4,3,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,1,1,2,4,6,9,10,12,13,19,23,25,26,28,31,34,38,41,45,48,49,51,52,53,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
徐州市,Xuzhou,75,286,3203,32,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,5,3,7,6,3,6,0,4,3,4,4,3,3,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,0,0,0,3,8,8,15,20,23,30,36,39,45,45,49,52,56,60,63,66,71,76,77,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
常州市,Changzhou,76,34,3204,32,0,0,0,0,0,0,0,0,0,5,0,1,2,0,2,3,1,1,0,4,5,3,2,2,0,0,0,5,2,5,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,0,5,5,6,8,8,10,13,14,15,15,19,24,27,29,31,31,31,31,36,38,43,43,46,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
苏州市,Suzhou,77,235,3205,32,0,0,0,0,0,0,0,1,1,1,4,1,4,8,4,8,2,4,6,8,-50,58,9,3,3,2,3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,1,2,3,7,8,12,20,24,32,34,38,44,52,2,60,69,72,75,77,80,84,85,85,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
南通市,Nantong,78,182,3206,32,0,0,0,0,0,0,0,0,1,0,1,2,2,0,3,1,2,5,2,3,-21,26,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,1,1,2,4,6,6,9,10,12,17,19,22,1,27,29,31,32,33,35,37,38,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
连云港市,Lianyungang,79,147,3207,32,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3,4,0,1,3,3,2,2,3,5,3,2,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,1,1,3,3,3,3,6,9,13,13,14,17,20,22,24,27,32,35,37,39,42,45,46,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
淮阴市,Huaiyin,80,108,3208,32,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,3,2,1,5,4,4,8,3,3,4,2,0,1,4,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,0,0,1,2,2,3,7,10,12,13,18,22,26,34,37,40,44,46,46,47,51,56,60,63,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
盐城市,Yancheng,81,293,3209,32,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,5,2,0,0,0,1,0,1,0,1,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,0,1,1,1,1,6,6,8,13,15,15,15,15,16,16,17,17,18,18,21,25,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
扬州市,Yangzhou,82,294,3210,32,0,0,0,0,0,0,0,0,1,0,0,3,1,3,0,0,5,0,1,1,0,0,2,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,1,1,1,4,5,8,8,8,13,13,14,15,15,15,17,17,18,18,18,18,20,20,21,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
镇江市,Zhenjiang,83,326,3211,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,5,6,8,9,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
泰州市,Taizhou,84,243,3212,32,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,3,5,0,4,2,3,2,1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,0,0,1,2,4,8,9,12,17,17,21,23,26,28,29,30,30,31,34,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
宿迁市,Suqian,85,284,3213,32,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,江苏省,Jiangsu,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,7,8,8,9,10,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
杭州市,Hangzhou,86,88,3301,33,0,0,0,0,0,0,1,0,5,6,15,0,5,19,18,16,-16,41,8,14,9,10,5,6,3,-10,2,2,3,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,12,1,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,1,1,6,12,27,27,32,51,69,85,69,110,118,132,141,151,156,162,165,155,157,159,162,165,166,166,168,168,168,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,170,169,181,182,182,183,183,183,183,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
宁波市,Ningbo,87,185,3302,33,0,0,0,0,0,0,0,3,2,1,7,0,4,3,21,5,-5,25,9,27,18,6,10,5,5,3,2,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,0,3,5,6,13,13,17,20,41,46,41,66,75,102,120,126,136,141,146,149,151,153,153,153,154,155,156,156,156,156,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157
温州市,Wenzhou,88,257,3303,33,0,0,0,0,0,0,2,2,-3,9,8,14,28,54,58,55,-55,93,26,49,24,32,25,17,10,16,10,7,9,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,2,4,1,10,18,32,60,114,172,227,172,265,291,340,364,396,421,438,448,464,474,481,490,496,499,502,503,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,505,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504
嘉兴市,Jiaxing,89,120,3304,33,0,0,0,0,0,0,0,0,1,3,4,0,3,3,2,0,0,3,0,4,4,3,5,2,1,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,0,0,1,4,8,8,11,14,16,16,16,19,19,23,27,30,35,37,38,40,40,42,42,42,43,43,43,43,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
湖州市,Huzhou,90,104,3305,33,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,-1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,0,0,0,0,1,3,3,5,5,6,5,6,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
绍兴市,Shaoxing,91,223,3306,33,0,0,0,0,0,0,0,0,1,3,1,1,1,12,0,4,-4,8,3,0,0,3,1,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,0,0,1,4,5,6,7,19,19,23,19,27,30,30,30,33,34,36,38,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
金华市,Jinhua,92,126,3307,33,0,0,0,0,0,0,0,0,1,1,1,2,2,6,7,7,-7,14,2,4,4,3,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,0,0,1,2,3,5,7,13,20,27,20,34,36,40,44,47,48,52,53,53,53,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
衢州市,Quzhou,93,205,3308,33,0,0,0,0,0,0,0,0,2,0,1,2,0,3,2,2,-2,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,0,0,2,2,3,5,5,8,10,12,10,13,14,15,15,15,15,15,15,15,21,21,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
舟山市,Zhoushan,94,331,3309,33,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,1,-1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,1,1,1,2,2,4,4,6,6,7,6,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
台州市,Taizhou,95,240,3310,33,0,0,0,0,0,0,1,0,3,16,1,1,0,18,24,17,-17,36,9,6,7,2,5,4,5,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,1,1,4,20,21,22,22,40,64,81,64,100,109,115,122,124,129,133,138,141,143,143,144,144,145,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146
丽水市,Lishui,96,146,3311,33,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,-1,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,浙江省,Zhejiang,0,0,0,0,0,0,0,0,0,0,3,3,5,6,6,7,6,14,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,25,25,25,25,25,25,25,25,25,25,25,25,28,28,28,28,29,29,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
合肥市,Hefei,97,89,3401,34,0,0,0,0,0,0,0,1,5,4,3,0,3,13,10,11,9,0,16,6,12,11,11,13,8,11,3,7,4,5,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,安徽省,Anhui,0,0,0,0,0,0,0,1,6,10,13,13,16,29,39,50,59,59,75,81,93,104,115,128,136,147,150,157,161,166,168,169,171,173,173,173,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
